p7_Gesture_Tap_Palm0,171,394,
p7_Gesture_Tap_Wrist0,192,445,
p7_Gesture_Tap_Thigh0,238,486,
p7_Gesture_Tap_Palm1,104,280,
p7_Gesture_Tap_Wrist1,160,343,
p7_Gesture_Tap_Thigh1,102,383,
p7_Gesture_Tap_Palm2,
p7_Gesture_Tap_Wrist2,139,356,
p7_Gesture_Tap_Thigh2,
p7_Gesture_Tap_Palm3,104,330,
p7_Gesture_Tap_Wrist3,
p7_Gesture_Tap_Thigh3,269,496,
p7_Gesture_Tap_Palm4,142,311,
p7_Gesture_Tap_Wrist4,289,494,
p7_Gesture_Tap_Thigh4,
p7_Gesture_Tap_Palm5,105,356,
p7_Gesture_Tap_Wrist5,129,329,
p7_Gesture_Tap_Thigh5,0,252,
p7_Gesture_Tap_Palm6,102,289,
p7_Gesture_Tap_Wrist6,58,212,
p7_Gesture_Tap_Thigh6,20,188,
p7_Gesture_Tap_Palm7,138,332,
p7_Gesture_Tap_Wrist7,144,322,
p7_Gesture_Tap_Thigh7,
p7_Gesture_Tap_Palm8,121,303,
p7_Gesture_Tap_Wrist8,145,352,
p7_Gesture_Tap_Thigh8,114,321,
p7_Gesture_Tap_Palm9,0,343,
p7_Gesture_Tap_Wrist9,136,340,
p7_Gesture_Tap_Thigh9,166,382,
p7_Gesture_SwipeDown_Palm0,359,750,
p7_Gesture_SwipeDown_Wrist0,265,599,
p7_Gesture_SwipeDown_Thigh0,666,1120,
p7_Gesture_SwipeDown_Palm1,128,612,
p7_Gesture_SwipeDown_Wrist1,161,494,
p7_Gesture_SwipeDown_Thigh1,69,515,
p7_Gesture_SwipeDown_Palm2,
p7_Gesture_SwipeDown_Wrist2,103,397,
p7_Gesture_SwipeDown_Thigh2,
p7_Gesture_SwipeDown_Palm3,
p7_Gesture_SwipeDown_Wrist3,123,522,
p7_Gesture_SwipeDown_Thigh3,0,591,
p7_Gesture_SwipeDown_Palm4,56,375,
p7_Gesture_SwipeDown_Wrist4,80,469,
p7_Gesture_SwipeDown_Thigh4,73,382,
p7_Gesture_SwipeDown_Palm5,
p7_Gesture_SwipeDown_Wrist5,
p7_Gesture_SwipeDown_Thigh5,0,399,
p7_Gesture_SwipeDown_Palm6,
p7_Gesture_SwipeDown_Wrist6,78,293,
p7_Gesture_SwipeDown_Thigh6,41,314,
p7_Gesture_SwipeDown_Palm7,74,387,
p7_Gesture_SwipeDown_Wrist7,59,283,
p7_Gesture_SwipeDown_Thigh7,113,332,
p7_Gesture_SwipeDown_Palm8,
p7_Gesture_SwipeDown_Wrist8,81,355,
p7_Gesture_SwipeDown_Thigh8,104,380,
p7_Gesture_SwipeDown_Palm9,45,326,
p7_Gesture_SwipeDown_Wrist9,170,456,
p7_Gesture_SwipeDown_Thigh9,
p7_Gesture_SwipeUp_Palm0,407,839,
p7_Gesture_SwipeUp_Wrist0,223,778,
p7_Gesture_SwipeUp_Thigh0,223,746,
p7_Gesture_SwipeUp_Palm1,75,475,
p7_Gesture_SwipeUp_Wrist1,98,504,
p7_Gesture_SwipeUp_Thigh1,133,431,
p7_Gesture_SwipeUp_Palm2,
p7_Gesture_SwipeUp_Wrist2,
p7_Gesture_SwipeUp_Thigh2,106,499,
p7_Gesture_SwipeUp_Palm3,101,495,
p7_Gesture_SwipeUp_Wrist3,
p7_Gesture_SwipeUp_Thigh3,44,540,
p7_Gesture_SwipeUp_Palm4,185,463,
p7_Gesture_SwipeUp_Wrist4,115,425,
p7_Gesture_SwipeUp_Thigh4,132,574,
p7_Gesture_SwipeUp_Palm5,0,394,
p7_Gesture_SwipeUp_Wrist5,
p7_Gesture_SwipeUp_Thigh5,
p7_Gesture_SwipeUp_Palm6,53,299,
p7_Gesture_SwipeUp_Wrist6,159,440,
p7_Gesture_SwipeUp_Thigh6,
p7_Gesture_SwipeUp_Palm7,
p7_Gesture_SwipeUp_Wrist7,82,374,
p7_Gesture_SwipeUp_Thigh7,
p7_Gesture_SwipeUp_Palm8,84,404,
p7_Gesture_SwipeUp_Wrist8,0,69,144,491,
p7_Gesture_SwipeUp_Thigh8,65,346,
p7_Gesture_SwipeUp_Palm9,221,708,
p7_Gesture_SwipeUp_Wrist9,256,599,
p7_Gesture_SwipeUp_Thigh9,149,713,
p7_Gesture_SwipeLeft_Palm0,192,523,
p7_Gesture_SwipeLeft_Wrist0,235,693,
p7_Gesture_SwipeLeft_Thigh0,37,607,
p7_Gesture_SwipeLeft_Palm1,213,524,
p7_Gesture_SwipeLeft_Wrist1,121,524,
