p24_Gesture_Tap_Palm0,245,739,
p24_Gesture_Tap_Wrist0,206,337,
p24_Gesture_Tap_Thigh0,247,641,
p24_Gesture_Tap_Palm1,319,521,
p24_Gesture_Tap_Wrist1,213,369,
p24_Gesture_Tap_Thigh1,375,591,
p24_Gesture_Tap_Palm2,406,601,
p24_Gesture_Tap_Wrist2,305,518,
p24_Gesture_Tap_Thigh2,250,392,
p24_Gesture_Tap_Palm3,184,360,
p24_Gesture_Tap_Wrist3,304,484,
p24_Gesture_Tap_Thigh3,265,433,
p24_Gesture_Tap_Palm4,282,509,
p24_Gesture_Tap_Wrist4,244,528,
p24_Gesture_Tap_Thigh4,194,360,
p24_Gesture_Tap_Palm5,212,391,
p24_Gesture_Tap_Wrist5,211,407,
p24_Gesture_Tap_Thigh5,196,377,
p24_Gesture_Tap_Palm6,281,431,
p24_Gesture_Tap_Wrist6,289,433,
p24_Gesture_Tap_Thigh6,302,490,
p24_Gesture_Tap_Palm7,271,524,
p24_Gesture_Tap_Wrist7,210,378,
p24_Gesture_Tap_Thigh7,206,368,
p24_Gesture_Tap_Palm8,176,413,
p24_Gesture_Tap_Wrist8,201,378,
p24_Gesture_Tap_Thigh8,164,320,
p24_Gesture_Tap_Palm9,229,399,
p24_Gesture_Tap_Wrist9,229,389,
p24_Gesture_Tap_Thigh9,277,426,
p24_Gesture_SwipeDown_Palm0,49,561,
p24_Gesture_SwipeDown_Wrist0,118,411,
p24_Gesture_SwipeDown_Thigh0,98,311,
p24_Gesture_SwipeDown_Palm1,243,533,
p24_Gesture_SwipeDown_Wrist1,153,487,
p24_Gesture_SwipeDown_Thigh1,235,599,
p24_Gesture_SwipeDown_Palm2,306,498,
p24_Gesture_SwipeDown_Wrist2,242,574,
p24_Gesture_SwipeDown_Thigh2,181,570,
p24_Gesture_SwipeDown_Palm3,233,452,
p24_Gesture_SwipeDown_Wrist3,303,643,
p24_Gesture_SwipeDown_Thigh3,230,560,
p24_Gesture_SwipeDown_Palm4,204,382,
p24_Gesture_SwipeDown_Wrist4,207,461,
p24_Gesture_SwipeDown_Thigh4,236,524,
p24_Gesture_SwipeDown_Palm5,192,379,
p24_Gesture_SwipeDown_Wrist5,257,627,
p24_Gesture_SwipeDown_Thigh5,193,492,
p24_Gesture_SwipeDown_Palm6,231,389,
p24_Gesture_SwipeDown_Wrist6,225,409,
p24_Gesture_SwipeDown_Thigh6,223,518,
p24_Gesture_SwipeDown_Palm7,293,461,
p24_Gesture_SwipeDown_Wrist7,317,626,
