p13_Gesture_Tap_Palm0,219,396,
p13_Gesture_Tap_Wrist0,284,509,
p13_Gesture_Tap_Thigh0,227,404,
p13_Gesture_Tap_Palm1,188,370,
p13_Gesture_Tap_Wrist1,241,527,
p13_Gesture_Tap_Thigh1,146,318,
p13_Gesture_Tap_Palm2,175,352,
p13_Gesture_Tap_Wrist2,151,325,
p13_Gesture_Tap_Thigh2,174,377,
p13_Gesture_Tap_Palm3,167,328,
p13_Gesture_Tap_Wrist3,182,349,
p13_Gesture_Tap_Thigh3,150,353,
p13_Gesture_Tap_Palm4,144,344,
p13_Gesture_Tap_Wrist4,155,353,
p13_Gesture_Tap_Thigh4,137,329,
p13_Gesture_Tap_Palm5,92,331,
p13_Gesture_Tap_Wrist5,169,390,
p13_Gesture_Tap_Thigh5,139,314,
p13_Gesture_Tap_Palm6,161,345,
p13_Gesture_Tap_Wrist6,127,356,
p13_Gesture_Tap_Thigh6,143,322,
p13_Gesture_Tap_Palm7,180,392,
p13_Gesture_Tap_Wrist7,194,399,
p13_Gesture_Tap_Thigh7,141,348,
p13_Gesture_Tap_Palm8,159,360,
p13_Gesture_Tap_Wrist8,190,369,
p13_Gesture_Tap_Thigh8,140,312,
p13_Gesture_Tap_Palm9,151,319,
p13_Gesture_Tap_Wrist9,136,284,
p13_Gesture_Tap_Thigh9,149,343,
p13_Gesture_SwipeDown_Palm0,192,555,
p13_Gesture_SwipeDown_Wrist0,591,874,
p13_Gesture_SwipeDown_Thigh0,281,730,
p13_Gesture_SwipeDown_Palm1,117,466,
p13_Gesture_SwipeDown_Wrist1,180,547,
p13_Gesture_SwipeDown_Thigh1,336,918,
p13_Gesture_SwipeDown_Palm2,117,443,
p13_Gesture_SwipeDown_Wrist2,267,463,
p13_Gesture_SwipeDown_Thigh2,132,517,
p13_Gesture_SwipeDown_Palm3,208,512,
p13_Gesture_SwipeDown_Wrist3,169,474,
p13_Gesture_SwipeDown_Thigh3,252,600,
p13_Gesture_SwipeDown_Palm4,240,526,
p13_Gesture_SwipeDown_Wrist4,132,372,
p13_Gesture_SwipeDown_Thigh4,107,492,
p13_Gesture_SwipeDown_Palm5,134,504,
p13_Gesture_SwipeDown_Wrist5,177,480,
p13_Gesture_SwipeDown_Thigh5,272,712,
p13_Gesture_SwipeDown_Palm6,154,458,
p13_Gesture_SwipeDown_Wrist6,203,460,
p13_Gesture_SwipeDown_Thigh6,76,495,
p13_Gesture_SwipeDown_Palm7,172,496,
p13_Gesture_SwipeDown_Wrist7,216,649,
p13_Gesture_SwipeDown_Thigh7,140,533,
p13_Gesture_SwipeDown_Palm8,120,496,
p13_Gesture_SwipeDown_Wrist8,212,463,
p13_Gesture_SwipeDown_Thigh8,222,622,
p13_Gesture_SwipeDown_Palm9,152,451,
p13_Gesture_SwipeDown_Wrist9,193,399,
p13_Gesture_SwipeDown_Thigh9,186,515,
p13_Gesture_SwipeUp_Palm0,131,408,
p13_Gesture_SwipeUp_Wrist0,258,471,
p13_Gesture_SwipeUp_Thigh0,179,529,
p13_Gesture_SwipeUp_Palm1,189,455,
p13_Gesture_SwipeUp_Wrist1,336,556,
p13_Gesture_SwipeUp_Thigh1,174,486,
p13_Gesture_SwipeUp_Palm2,223,471,
p13_Gesture_SwipeUp_Wrist2,230,343,
p13_Gesture_SwipeUp_Thigh2,40,440,
p13_Gesture_SwipeUp_Palm3,100,370,
p13_Gesture_SwipeUp_Wrist3,
p13_Gesture_SwipeUp_Thigh3,113,455,
p13_Gesture_SwipeUp_Palm4,144,425,
p13_Gesture_SwipeUp_Wrist4,327,440,
p13_Gesture_SwipeUp_Thigh4,125,535,
p13_Gesture_SwipeUp_Palm5,106,507,
p13_Gesture_SwipeUp_Wrist5,309,427,
p13_Gesture_SwipeUp_Thigh5,105,494,
p13_Gesture_SwipeUp_Palm6,151,399,
p13_Gesture_SwipeUp_Wrist6,
p13_Gesture_SwipeUp_Thigh6,134,479,
p13_Gesture_SwipeUp_Palm7,171,575,
p13_Gesture_SwipeUp_Wrist7,246,357,
p13_Gesture_SwipeUp_Thigh7,19,439,
p13_Gesture_SwipeUp_Palm8,149,455,
p13_Gesture_SwipeUp_Wrist8,
p13_Gesture_SwipeUp_Thigh8,109,490,
p13_Gesture_SwipeUp_Palm9,158,450,
p13_Gesture_SwipeUp_Wrist9,272,430,
p13_Gesture_SwipeUp_Thigh9,136,437,
p13_Gesture_SwipeLeft_Palm0,186,777,
p13_Gesture_SwipeLeft_Wrist0,186,621,
p13_Gesture_SwipeLeft_Thigh0,159,554,
p13_Gesture_SwipeLeft_Palm1,152,525,
p13_Gesture_SwipeLeft_Wrist1,36,501,
p13_Gesture_SwipeLeft_Thigh1,211,634,
p13_Gesture_SwipeLeft_Palm2,132,493,
p13_Gesture_SwipeLeft_Wrist2,143,494,
p13_Gesture_SwipeLeft_Thigh2,55,480,
p13_Gesture_SwipeLeft_Palm3,189,531,
p13_Gesture_SwipeLeft_Wrist3,153,428,
p13_Gesture_SwipeLeft_Thigh3,90,452,
p13_Gesture_SwipeLeft_Palm4,116,565,
p13_Gesture_SwipeLeft_Wrist4,182,512,
p13_Gesture_SwipeLeft_Thigh4,226,636,
p13_Gesture_SwipeLeft_Palm5,98,500,
p13_Gesture_SwipeLeft_Wrist5,177,607,
p13_Gesture_SwipeLeft_Thigh5,196,523,
p13_Gesture_SwipeLeft_Palm6,81,526,
p13_Gesture_SwipeLeft_Wrist6,166,524,
p13_Gesture_SwipeLeft_Thigh6,137,552,
p13_Gesture_SwipeLeft_Palm7,186,595,
p13_Gesture_SwipeLeft_Wrist7,123,510,
p13_Gesture_SwipeLeft_Thigh7,133,524,
p13_Gesture_SwipeLeft_Palm8,239,717,
p13_Gesture_SwipeLeft_Wrist8,217,621,
p13_Gesture_SwipeLeft_Thigh8,179,593,
p13_Gesture_SwipeLeft_Palm9,153,486,
p13_Gesture_SwipeLeft_Wrist9,138,420,
p13_Gesture_SwipeLeft_Thigh9,115,569,
p13_Gesture_SwipeRight_Palm0,264,723,
p13_Gesture_SwipeRight_Wrist0,120,448,
p13_Gesture_SwipeRight_Thigh0,204,689,
p13_Gesture_SwipeRight_Palm1,135,451,
p13_Gesture_SwipeRight_Wrist1,219,560,
p13_Gesture_SwipeRight_Thigh1,230,540,
p13_Gesture_SwipeRight_Palm2,98,440,
p13_Gesture_SwipeRight_Wrist2,151,528,
p13_Gesture_SwipeRight_Thigh2,213,498,
p13_Gesture_SwipeRight_Palm3,210,512,
p13_Gesture_SwipeRight_Wrist3,183,578,
p13_Gesture_SwipeRight_Thigh3,131,440,
p13_Gesture_SwipeRight_Palm4,117,495,
p13_Gesture_SwipeRight_Wrist4,124,446,
p13_Gesture_SwipeRight_Thigh4,131,449,
p13_Gesture_SwipeRight_Palm5,87,397,
p13_Gesture_SwipeRight_Wrist5,136,513,
p13_Gesture_SwipeRight_Thigh5,187,527,
p13_Gesture_SwipeRight_Palm6,0,257,
p13_Gesture_SwipeRight_Wrist6,152,544,
p13_Gesture_SwipeRight_Thigh6,115,497,
p13_Gesture_SwipeRight_Palm7,184,493,
p13_Gesture_SwipeRight_Wrist7,240,560,
p13_Gesture_SwipeRight_Thigh7,183,602,
p13_Gesture_SwipeRight_Palm8,55,423,
p13_Gesture_SwipeRight_Wrist8,194,507,
p13_Gesture_SwipeRight_Thigh8,149,562,
p13_Gesture_SwipeRight_Palm9,179,522,
p13_Gesture_SwipeRight_Wrist9,115,429,
p13_Gesture_SwipeRight_Thigh9,72,390,
p13_Gesture_Circle_Palm0,397,1242,
p13_Gesture_Circle_Wrist0,168,783,
p13_Gesture_Circle_Thigh0,224,961,
p13_Gesture_Circle_Palm1,245,812,
p13_Gesture_Circle_Wrist1,211,558,614,934,
p13_Gesture_Circle_Thigh1,223,824,
p13_Gesture_Circle_Palm2,174,753,
p13_Gesture_Circle_Wrist2,162,518,568,829,
p13_Gesture_Circle_Thigh2,0,597,
p13_Gesture_Circle_Palm3,129,636,
p13_Gesture_Circle_Wrist3,207,782,
p13_Gesture_Circle_Thigh3,141,776,
p13_Gesture_Circle_Palm4,125,775,
p13_Gesture_Circle_Wrist4,192,753,
p13_Gesture_Circle_Thigh4,188,829,
p13_Gesture_Circle_Palm5,186,762,
p13_Gesture_Circle_Wrist5,215,892,
p13_Gesture_Circle_Thigh5,208,859,
p13_Gesture_Circle_Palm6,168,720,
p13_Gesture_Circle_Wrist6,140,446,503,742,
p13_Gesture_Circle_Thigh6,148,715,
p13_Gesture_Circle_Palm7,132,726,
p13_Gesture_Circle_Wrist7,153,836,
p13_Gesture_Circle_Thigh7,164,878,
p13_Gesture_Circle_Palm8,139,653,
p13_Gesture_Circle_Wrist8,175,733,
p13_Gesture_Circle_Thigh8,163,778,
p13_Gesture_Circle_Palm9,141,724,
p13_Gesture_Circle_Wrist9,195,751,
p13_Gesture_Circle_Thigh9,182,779,
p13_Gesture_Triangle_Palm0,230,986,
p13_Gesture_Triangle_Wrist0,232,687,737,832,
p13_Gesture_Triangle_Thigh0,333,953,
p13_Gesture_Triangle_Palm1,305,940,
p13_Gesture_Triangle_Wrist1,269,655,
p13_Gesture_Triangle_Thigh1,271,1080,
p13_Gesture_Triangle_Palm2,186,678,
p13_Gesture_Triangle_Wrist2,210,797,
p13_Gesture_Triangle_Thigh2,161,850,
p13_Gesture_Triangle_Palm3,185,703,
p13_Gesture_Triangle_Wrist3,182,797,
p13_Gesture_Triangle_Thigh3,134,710,
p13_Gesture_Triangle_Palm4,154,662,
p13_Gesture_Triangle_Wrist4,128,761,
p13_Gesture_Triangle_Thigh4,209,830,
p13_Gesture_Triangle_Palm5,270,848,
p13_Gesture_Triangle_Wrist5,172,771,
p13_Gesture_Triangle_Thigh5,145,826,
p13_Gesture_Triangle_Palm6,213,746,
p13_Gesture_Triangle_Wrist6,161,813,
p13_Gesture_Triangle_Thigh6,165,823,
p13_Gesture_Triangle_Palm7,116,658,
p13_Gesture_Triangle_Wrist7,170,743,
p13_Gesture_Triangle_Thigh7,179,900,
p13_Gesture_Triangle_Palm8,123,675,
p13_Gesture_Triangle_Wrist8,211,443,600,727,
p13_Gesture_Triangle_Thigh8,145,756,
p13_Gesture_Triangle_Palm9,193,807,
p13_Gesture_Triangle_Wrist9,204,745,
p13_Gesture_Triangle_Thigh9,232,888,
p13_Gesture_Square_Palm0,249,1002,
p13_Gesture_Square_Wrist0,238,508,
p13_Gesture_Square_Thigh0,199,1027,
p13_Gesture_Square_Palm1,134,845,
p13_Gesture_Square_Wrist1,264,609,
p13_Gesture_Square_Thigh1,177,1005,
