p23_Gesture_Tap_Palm0,239,482,
p23_Gesture_Tap_Wrist0,238,456,
p23_Gesture_Tap_Thigh0,174,415,
p23_Gesture_Tap_Palm1,239,481,
p23_Gesture_Tap_Wrist1,161,409,
p23_Gesture_Tap_Thigh1,190,438,
p23_Gesture_Tap_Palm2,97,330,
p23_Gesture_Tap_Wrist2,184,411,
p23_Gesture_Tap_Thigh2,155,375,
p23_Gesture_Tap_Palm3,156,380,
p23_Gesture_Tap_Wrist3,182,375,
p23_Gesture_Tap_Thigh3,43,378,
p23_Gesture_Tap_Palm4,85,305,
p23_Gesture_Tap_Wrist4,114,322,
p23_Gesture_Tap_Thigh4,114,325,
p23_Gesture_Tap_Palm5,138,330,
p23_Gesture_Tap_Wrist5,182,365,
p23_Gesture_Tap_Thigh5,128,323,
p23_Gesture_Tap_Palm6,145,343,
p23_Gesture_Tap_Wrist6,176,357,
p23_Gesture_Tap_Thigh6,59,279,
p23_Gesture_Tap_Palm7,139,333,
p23_Gesture_Tap_Wrist7,220,432,
p23_Gesture_Tap_Thigh7,109,312,
p23_Gesture_Tap_Palm8,86,269,
p23_Gesture_Tap_Wrist8,188,359,
p23_Gesture_Tap_Thigh8,78,302,
p23_Gesture_Tap_Palm9,130,334,
p23_Gesture_Tap_Wrist9,161,378,
p23_Gesture_Tap_Thigh9,193,399,
p23_Gesture_SwipeDown_Palm0,113,460,
p23_Gesture_SwipeDown_Wrist0,143,490,
p23_Gesture_SwipeDown_Thigh0,157,534,
p23_Gesture_SwipeDown_Palm1,230,543,
p23_Gesture_SwipeDown_Wrist1,183,585,
p23_Gesture_SwipeDown_Thigh1,124,537,
p23_Gesture_SwipeDown_Palm2,144,450,
p23_Gesture_SwipeDown_Wrist2,225,542,
p23_Gesture_SwipeDown_Thigh2,158,499,
p23_Gesture_SwipeDown_Palm3,123,487,
p23_Gesture_SwipeDown_Wrist3,176,493,
p23_Gesture_SwipeDown_Thigh3,102,441,
p23_Gesture_SwipeDown_Palm4,114,413,
p23_Gesture_SwipeDown_Wrist4,159,463,
p23_Gesture_SwipeDown_Thigh4,95,398,
p23_Gesture_SwipeDown_Palm5,152,467,
p23_Gesture_SwipeDown_Wrist5,127,401,
p23_Gesture_SwipeDown_Thigh5,98,437,
p23_Gesture_SwipeDown_Palm6,75,357,
p23_Gesture_SwipeDown_Wrist6,208,452,
p23_Gesture_SwipeDown_Thigh6,105,456,
p23_Gesture_SwipeDown_Palm7,135,462,
p23_Gesture_SwipeDown_Wrist7,188,465,
p23_Gesture_SwipeDown_Thigh7,109,458,
p23_Gesture_SwipeDown_Palm8,247,531,
p23_Gesture_SwipeDown_Wrist8,143,402,
p23_Gesture_SwipeDown_Thigh8,120,433,
p23_Gesture_SwipeDown_Palm9,91,406,
p23_Gesture_SwipeDown_Wrist9,141,447,
p23_Gesture_SwipeDown_Thigh9,120,430,
p23_Gesture_SwipeUp_Palm0,121,521,
p23_Gesture_SwipeUp_Wrist0,175,524,
p23_Gesture_SwipeUp_Thigh0,136,463,
p23_Gesture_SwipeUp_Palm1,148,460,
p23_Gesture_SwipeUp_Wrist1,212,511,
p23_Gesture_SwipeUp_Thigh1,102,477,
p23_Gesture_SwipeUp_Palm2,197,607,
p23_Gesture_SwipeUp_Wrist2,127,454,
p23_Gesture_SwipeUp_Thigh2,79,525,
