p5_Gesture_Tap_Palm0,203,395,
p5_Gesture_Tap_Wrist0,249,456,
p5_Gesture_Tap_Thigh0,289,463,
p5_Gesture_Tap_Palm1,218,457,
p5_Gesture_Tap_Wrist1,146,344,
p5_Gesture_Tap_Thigh1,244,420,
p5_Gesture_Tap_Palm2,291,494,
p5_Gesture_Tap_Wrist2,146,470,
p5_Gesture_Tap_Thigh2,283,500,
p5_Gesture_Tap_Palm3,190,429,
p5_Gesture_Tap_Wrist3,148,499,
p5_Gesture_Tap_Thigh3,164,382,
p5_Gesture_Tap_Palm4,125,370,
p5_Gesture_Tap_Wrist4,160,325,
p5_Gesture_Tap_Thigh4,198,394,
p5_Gesture_Tap_Palm5,109,353,
p5_Gesture_Tap_Wrist5,192,380,
p5_Gesture_Tap_Thigh5,121,310,
p5_Gesture_Tap_Palm6,113,358,
p5_Gesture_Tap_Wrist6,106,285,
p5_Gesture_Tap_Thigh6,96,270,
p5_Gesture_Tap_Palm7,105,331,
p5_Gesture_Tap_Wrist7,164,376,
p5_Gesture_Tap_Thigh7,100,293,
p5_Gesture_Tap_Palm8,101,292,
p5_Gesture_Tap_Wrist8,137,348,
p5_Gesture_Tap_Thigh8,120,307,
p5_Gesture_Tap_Palm9,211,400,
p5_Gesture_Tap_Wrist9,156,360,
p5_Gesture_Tap_Thigh9,153,327,
p5_Gesture_SwipeDown_Palm0,200,556,
p5_Gesture_SwipeDown_Wrist0,253,560,
p5_Gesture_SwipeDown_Thigh0,165,558,
p5_Gesture_SwipeDown_Palm1,423,755,
p5_Gesture_SwipeDown_Wrist1,197,483,
p5_Gesture_SwipeDown_Thigh1,264,643,
p5_Gesture_SwipeDown_Palm2,186,519,
p5_Gesture_SwipeDown_Wrist2,226,598,
p5_Gesture_SwipeDown_Thigh2,290,602,
p5_Gesture_SwipeDown_Palm3,180,608,
p5_Gesture_SwipeDown_Wrist3,161,511,
p5_Gesture_SwipeDown_Thigh3,205,625,
p5_Gesture_SwipeDown_Palm4,153,507,
p5_Gesture_SwipeDown_Wrist4,138,565,
p5_Gesture_SwipeDown_Thigh4,137,472,
p5_Gesture_SwipeDown_Palm5,282,656,
p5_Gesture_SwipeDown_Wrist5,119,438,
p5_Gesture_SwipeDown_Thigh5,120,457,
p5_Gesture_SwipeDown_Palm6,96,412,
p5_Gesture_SwipeDown_Wrist6,126,424,
p5_Gesture_SwipeDown_Thigh6,114,464,
p5_Gesture_SwipeDown_Palm7,110,427,
p5_Gesture_SwipeDown_Wrist7,87,367,
p5_Gesture_SwipeDown_Thigh7,142,436,
p5_Gesture_SwipeDown_Palm8,214,474,
p5_Gesture_SwipeDown_Wrist8,123,411,
p5_Gesture_SwipeDown_Thigh8,86,396,
p5_Gesture_SwipeDown_Palm9,100,420,
p5_Gesture_SwipeDown_Wrist9,137,390,
p5_Gesture_SwipeDown_Thigh9,129,485,
p5_Gesture_SwipeUp_Palm0,239,584,
p5_Gesture_SwipeUp_Wrist0,612,983,
p5_Gesture_SwipeUp_Thigh0,234,664,
p5_Gesture_SwipeUp_Palm1,283,660,
p5_Gesture_SwipeUp_Wrist1,275,607,
p5_Gesture_SwipeUp_Thigh1,330,681,
p5_Gesture_SwipeUp_Palm2,236,618,
p5_Gesture_SwipeUp_Wrist2,260,679,
p5_Gesture_SwipeUp_Thigh2,265,642,
p5_Gesture_SwipeUp_Palm3,118,540,
p5_Gesture_SwipeUp_Wrist3,119,503,
p5_Gesture_SwipeUp_Thigh3,99,465,
p5_Gesture_SwipeUp_Palm4,182,539,
p5_Gesture_SwipeUp_Wrist4,214,540,
p5_Gesture_SwipeUp_Thigh4,145,531,
p5_Gesture_SwipeUp_Palm5,125,451,
p5_Gesture_SwipeUp_Wrist5,315,665,
p5_Gesture_SwipeUp_Thigh5,81,414,
p5_Gesture_SwipeUp_Palm6,106,380,
p5_Gesture_SwipeUp_Wrist6,113,409,
p5_Gesture_SwipeUp_Thigh6,151,461,
p5_Gesture_SwipeUp_Palm7,127,396,
p5_Gesture_SwipeUp_Wrist7,113,385,
p5_Gesture_SwipeUp_Thigh7,111,409,
p5_Gesture_SwipeUp_Palm8,128,464,
p5_Gesture_SwipeUp_Wrist8,128,446,
p5_Gesture_SwipeUp_Thigh8,89,412,
p5_Gesture_SwipeUp_Palm9,113,475,
p5_Gesture_SwipeUp_Wrist9,164,493,
p5_Gesture_SwipeUp_Thigh9,106,440,
p5_Gesture_SwipeLeft_Palm0,284,663,
p5_Gesture_SwipeLeft_Wrist0,239,553,
p5_Gesture_SwipeLeft_Thigh0,499,861,
p5_Gesture_SwipeLeft_Palm1,213,579,
p5_Gesture_SwipeLeft_Wrist1,315,669,
p5_Gesture_SwipeLeft_Thigh1,348,687,
p5_Gesture_SwipeLeft_Palm2,337,688,
p5_Gesture_SwipeLeft_Wrist2,181,598,
p5_Gesture_SwipeLeft_Thigh2,161,593,
p5_Gesture_SwipeLeft_Palm3,128,522,
p5_Gesture_SwipeLeft_Wrist3,173,571,
p5_Gesture_SwipeLeft_Thigh3,329,719,
p5_Gesture_SwipeLeft_Palm4,276,685,
p5_Gesture_SwipeLeft_Wrist4,99,480,
p5_Gesture_SwipeLeft_Thigh4,229,552,
p5_Gesture_SwipeLeft_Palm5,181,516,
p5_Gesture_SwipeLeft_Wrist5,113,429,
p5_Gesture_SwipeLeft_Thigh5,134,506,
p5_Gesture_SwipeLeft_Palm6,124,466,
p5_Gesture_SwipeLeft_Wrist6,146,435,
p5_Gesture_SwipeLeft_Thigh6,118,445,
p5_Gesture_SwipeLeft_Palm7,140,415,
p5_Gesture_SwipeLeft_Wrist7,153,500,
p5_Gesture_SwipeLeft_Thigh7,153,516,
p5_Gesture_SwipeLeft_Palm8,126,461,
p5_Gesture_SwipeLeft_Wrist8,138,428,
p5_Gesture_SwipeLeft_Thigh8,137,510,
p5_Gesture_SwipeLeft_Palm9,112,404,
p5_Gesture_SwipeLeft_Wrist9,149,500,
p5_Gesture_SwipeLeft_Thigh9,139,487,
p5_Gesture_SwipeRight_Palm0,299,627,
p5_Gesture_SwipeRight_Wrist0,295,600,
p5_Gesture_SwipeRight_Thigh0,
p5_Gesture_SwipeRight_Palm1,275,613,
p5_Gesture_SwipeRight_Wrist1,277,628,
p5_Gesture_SwipeRight_Thigh1,303,701,
p5_Gesture_SwipeRight_Palm2,141,515,
p5_Gesture_SwipeRight_Wrist2,153,502,
p5_Gesture_SwipeRight_Thigh2,
p5_Gesture_SwipeRight_Palm3,144,528,
p5_Gesture_SwipeRight_Wrist3,176,582,
