p21_Gesture_Tap_Palm0,248,416,
p21_Gesture_Tap_Wrist0,156,302,
p21_Gesture_Tap_Thigh0,311,434,
p21_Gesture_Tap_Palm1,211,371,
p21_Gesture_Tap_Wrist1,194,331,
p21_Gesture_Tap_Thigh1,154,294,
p21_Gesture_Tap_Palm2,122,282,
p21_Gesture_Tap_Wrist2,156,304,
p21_Gesture_Tap_Thigh2,213,350,
p21_Gesture_Tap_Palm3,170,316,
p21_Gesture_Tap_Wrist3,186,320,
p21_Gesture_Tap_Thigh3,216,347,
p21_Gesture_Tap_Palm4,147,294,
p21_Gesture_Tap_Wrist4,171,313,
p21_Gesture_Tap_Thigh4,186,313,
p21_Gesture_Tap_Palm5,109,264,
p21_Gesture_Tap_Wrist5,133,280,
p21_Gesture_Tap_Thigh5,185,315,
p21_Gesture_Tap_Palm6,162,310,
p21_Gesture_Tap_Wrist6,164,298,
p21_Gesture_Tap_Thigh6,115,235,
p21_Gesture_Tap_Palm7,200,353,
p21_Gesture_Tap_Wrist7,140,280,
p21_Gesture_Tap_Thigh7,160,295,
p21_Gesture_Tap_Palm8,172,301,
p21_Gesture_Tap_Wrist8,193,337,
p21_Gesture_Tap_Thigh8,164,285,
p21_Gesture_Tap_Palm9,168,294,
p21_Gesture_Tap_Wrist9,151,289,
p21_Gesture_Tap_Thigh9,203,325,
p21_Gesture_SwipeDown_Palm0,85,417,
p21_Gesture_SwipeDown_Wrist0,258,642,
p21_Gesture_SwipeDown_Thigh0,227,584,
p21_Gesture_SwipeDown_Palm1,166,477,
p21_Gesture_SwipeDown_Wrist1,150,438,
p21_Gesture_SwipeDown_Thigh1,170,500,
p21_Gesture_SwipeDown_Palm2,177,452,
p21_Gesture_SwipeDown_Wrist2,92,388,
p21_Gesture_SwipeDown_Thigh2,194,512,
p21_Gesture_SwipeDown_Palm3,114,417,
p21_Gesture_SwipeDown_Wrist3,167,452,
p21_Gesture_SwipeDown_Thigh3,104,432,
p21_Gesture_SwipeDown_Palm4,68,345,
p21_Gesture_SwipeDown_Wrist4,123,410,
p21_Gesture_SwipeDown_Thigh4,163,516,
p21_Gesture_SwipeDown_Palm5,
p21_Gesture_SwipeDown_Wrist5,122,374,
p21_Gesture_SwipeDown_Thigh5,121,426,
p21_Gesture_SwipeDown_Palm6,84,376,
p21_Gesture_SwipeDown_Wrist6,373,631,
p21_Gesture_SwipeDown_Thigh6,91,407,
p21_Gesture_SwipeDown_Palm7,151,436,
p21_Gesture_SwipeDown_Wrist7,187,460,
p21_Gesture_SwipeDown_Thigh7,134,434,
p21_Gesture_SwipeDown_Palm8,213,487,
p21_Gesture_SwipeDown_Wrist8,122,419,
p21_Gesture_SwipeDown_Thigh8,163,506,
p21_Gesture_SwipeDown_Palm9,88,359,
p21_Gesture_SwipeDown_Wrist9,136,445,
p21_Gesture_SwipeDown_Thigh9,144,456,
p21_Gesture_SwipeUp_Palm0,221,570,
p21_Gesture_SwipeUp_Wrist0,278,625,
p21_Gesture_SwipeUp_Thigh0,191,582,
p21_Gesture_SwipeUp_Palm1,92,549,
p21_Gesture_SwipeUp_Wrist1,200,585,
p21_Gesture_SwipeUp_Thigh1,140,459,
p21_Gesture_SwipeUp_Palm2,161,360,
p21_Gesture_SwipeUp_Wrist2,177,511,
p21_Gesture_SwipeUp_Thigh2,166,526,
p21_Gesture_SwipeUp_Palm3,154,471,
p21_Gesture_SwipeUp_Wrist3,183,520,
p21_Gesture_SwipeUp_Thigh3,129,456,
p21_Gesture_SwipeUp_Palm4,126,423,
p21_Gesture_SwipeUp_Wrist4,196,565,
p21_Gesture_SwipeUp_Thigh4,147,458,
p21_Gesture_SwipeUp_Palm5,87,419,
p21_Gesture_SwipeUp_Wrist5,151,464,
p21_Gesture_SwipeUp_Thigh5,116,427,
p21_Gesture_SwipeUp_Palm6,125,451,
p21_Gesture_SwipeUp_Wrist6,178,487,
